c_reviews,label
"it is a good restaurant in berhampur you can go there for lunch and dinner cost of food is good as per price point hospitality is decent
cost ",1
"one of best chicken briyani serve here must visit
a good place to order and eat a briyani",1
food was great and really loved their service they managed to serve us our order even at busy time,1
best food with funny waiters,1
a very good and standard restaurant with a great chefthe dishes are very different and yumm too the only constraint is lack of seating area becomes very crowded as well as noisy,1
quality of food is good  but price is not pocket friendly very high price place is very crowdy ,-1
place is good  food was delicious ambience could be better staff were professional  proactive,1
nice tasty so yummy,1
"over pricey over crowded over spicy in chinese cuisine

they always recommend you biryani since it is already prepared ",1
its the best restaurant in berhampurthey serve delicious  food and delivers too the staffs here are of good manners with a smile serving food reasonable price and good environment to enjoy food ,1
"food quality is very very bad ordered fish related dish they served rotten smelly fishseems like it was deep in vinegar prior to serve into our table
order biriyani which is too spicy masala
chicken curry is not good also",-1
"nice place just awesome must try chicken biryani
ambiance is fantastic one more thing price is as good as food
keep it up guys berhampur needs that type of restaurant",1
satisfactory food at a reasonable pricewe had chicken pakora chicken  dum biriyani hot garlic mashooms  kadai veg rice and daal fryeverything was quite good and serving was very fast,1
beware if you have gastric issues got extremely sick today by eating chicken biriyani yesterday please take precautions while eating chicken biriyani its too spicy,-1
all of facilities  holl decorated is outstanding but most of important is food quality  test is average normal hotel test not this type test of hotel name thank you ,1
had an terrible experience when i visited the restaurant today as it was sonday today and as the restaurant was half reserved and as we were a member of three we took the seat and the waiter told us we cant sit opposite to each other and ,-1
"food is great chicken dum biriyani  must try
ambience is good
space is a bit cluttered something to look into
overall awesome ",1
the food is quite good the place has a lot of customers so is crowded they also allow reservations for parties,1
"food was amazing
service was good
the chicken tikka masala tasted better than i expected
definitely considering visiting again",1
" wide road no parking problem for  wheelers  wheeler parking might be a problem
 interior decor is more than decent ",-1
worst servicing ever they tried to manage  people in table of  which was very horrible  when we try reach them they dont respond and the only good thing is they serve tasty food,-1
good food and ambience i liked the taste of chicken fry biryani chicken schezwan and chicken sataya i recommend it do visit,1
"decent one by for so not bad for berhampur small one so better to reserve if during peak hours or day
service is slow sometimes",1
its food is one of the best in berhampur but for couples i wont suggest this resturant due to sitting arrangements but its one of finest family restaurants,1
totally dissatisfied with the food served by the restaurant i had ordered rice and fish curry today first found a thread on the rice then got the rotten fish very bad ,-1
one of the best restaurants in berhampur ambience is good food is awesome  customer service is also good so  stars to this,1
worst resturant experienced ever in my life you wait more than  hour but they just saying only  minutes really a rd class service,-1
food tastes great and good atmosphere,1
nice place to dine with family  starters are gud along with days special biryani   if u are a foodie ok or else go direct to biryani,1
food is good staffs also very nice,1
tasty food interior good bit crowded during weekendsplace could have been little more spacious,1
very creative and unique interior friendly ambience the food is very delicious and within the budget toogood with every age groupsmust visit,1
"best in class food
u will surely love it
ambiance is also good",1
"what was to be great food junction is now hub with careless stakeholders 
foodlow taste low quantity
careless service ",-1
nice and tasty food but its a small place so sometime people hav to wait for getting seat,1
"good food
delicious
ambiance was amazing ",1
there were no glasses served for water though food was tasty but bit expensive,-1
food is very delicious nd tasty thats why the demand is very high,1
i wouldnt say the place was badit was rather affordable then being good,1
"mutton biryani re khali biryani khai hela
au gote dragon chicken order karithili se bi bekar
soup ta thik thila
very bad experience",-1
must try these items chicken biriani butter naan mughlai mutton its quite delicious,1
"the food is worthless biryani was the worst
and he told the staff that he wanted biryani gravy and wanted some heat he told  people to convince him",-1
mutton fry biryani is the best other biryani has also mouth watering flavour,1
"very spicy
its so spicy kill children",-1
aaj me bombay kitchen gya t yaar kiya mast mast dishes the yaar ,0
biryani sabse best stator item nice,1
chicken tikka and biriyani are the best here,1
"good restaurant
chilly chicken
chiken tikka
kabab are best",1
it should be a little spacious,0
wow wow what to eat ,1
best biryani in bramhapur,1
chicken biryani here is very delicious every item is good and delicious,1
worst restaurant in berhampur,-1
ok bolts,1
best restaurant in berhampur,1
nothing hotel,0
bm very hanuman mandir,0
eight thousand,0
mine fvrt,0
peta full mana khus,0
wanted,0
on,0
mutton biriyani superrr,0
sit down,0
super da,1
no teaty,-1
end,0
god,1
a,0
very best,1
supp awsum,0
testy biryani,0
"mutton biryani  curd salad was only curd and water but salan was good
prawn masala  
apolo fish fry   ",1
finally i found out the best biryani in budgeti took delivery and absolutely loved it,1
it was an ok experience the interior is ok the food tastes good the waiting period was too less we got our food served in minutes ,1
was there in the evening today and we wanted to have a quick bite i was almost past  pm and this place was still open ,0
i have ordered many times from here but the dishes never disappointed me reasonable price dont miss to try chicken mughlai chicken dum biryaniand apollo fish was good too very good place in between berhampur town to dine out in ,1
this place is great for dining in and also for family functions and gatherings i suggest this place only if you are good with money service and food taste was really nice have a great day their  ,1
took advantage of the forest park restaurant is to walk to lunch  dinner check out a couple galleries and have drinks it was great service top notch as always delicious food fast services really happy to visit this place  ,1
food is really tasty we ordered mushroom pakode chicken biriyani fried rice along with  chicken majestic which was really good and food serving was really fast this place was really crowded so we have to wait for about  minutes ,1
briyani was just awesome spicy and good chicken lollypop was little over priced but overall good experience you will find more crowd during dinner so try to visit early in order to avoid crowd overall good experience  ,1
the ambience is very good clean and hygienic place food is delicious quantity and quality both up to the mark price is just a little bit on the higher side,1
this restro has just average kinda of ambience and area where as the food they serve is way better than thisgood enough prices and good quantitydo visit in the eveningits too hot during lunch hrsas  the ,1
i had a fantastic experience having dinner with my client tata power the food is very delicious and yummy i recommend personally to visit once,1
"the dishes are all good specially i like the chicken hot and sour soup and the chicken pokodaalso the chicken biriyani is too good
the place is also very good for family party and the location is also too good ",1
its was a mutton briyani its average mutton quantity was good rice is also good but its feel like little oily i think its due too mutton but i will rate it as average ,1
"the food was awesome  especially  the chicken  curry and biryani special  attractions  for photos for kids and young ones
fast clean  service   of food and affordable  price for every  meal ",1
food is outstanding and the people who work there are friendly and very constructive towards their work and food,1
the food tastes very good but the place is not clean and dont expect ac with hot and humid conditions in berhampur ac is a must in a restaurant i hope in the near future they will fix that,1
forest park is very old and nice hotel you can get veg non veg food here as per your choice taste is also good if any body interested to do functions up to  persons you can do owner mr lakshmi kant mentaining well,1
"four wheeler parking is not available near this restaurant as it is located on a single lane street opposite residential houses
jay jagannath",0
the food is amazingbut their main problem is the sitting arrangementthey were lack of tablesso they let us sit with some stranger people which was really awkward ,-1
i love this restaurant so much food is so tasty be visit guys and friends,1
"awesome taste good staff quite rush in weekends and evenings
food quality is very good and tandoor items are great and mouth watering",1
foods are really delicious staffs are cooperative aswm service neat and clean,1
"this place will never ever disappoint you
so much love to this place  ",1
"chicken punjabi is awesome
mughalai was normal
biryani was normal ",1
best veg and non veg restaurant at budget,1
one of the worst chicken biryani i had in recent times from forest park please avoid it if possible ,-1
"food is good plates used to serve are very old and dirty look ambience was once very good but now they must update it and keep it clean
i really didnt like stained plates",1
pocket friendly food could have been better  the quantity per plate is decent easily servers  people ambiance was not up to the mark ,1
one of best budget hotel for party and meetings open and serves excellent foods,1
dont no ybut this timei didnt like food actually it was not goodbut service n atmosphere was good,1
specially famous for biriyani you will find top most variety of rice in it go for itgood place for family and friends  ,1
price is too low tasty food,-1
food was just excellent love it service was also good happy to be here,1
mixed choupsey was really good will definitely recommend the serving time is very less  quantity is also sufficient price is very economical overall its a good one,1
taste so good i love it ,1
very good place and dishes are very tasty and budget friendly also,1
food is awesome affordable price range with good taste only thing i didnt like is cleanness otherwise all  ,1
what a place amazing mouth watering food definitely for take away recommendations,1
it is awesome placei enjoyed therethe food isseriously yumthe theme is alsoniceit is full of greeneryleavesi meanu should once visit there,1
amazing foodtoo yummytest is  and the rate is also good ,1
"delicious food with economical prices
loved by foodies",1
value for money tasty food but out of  people  got loose motion next day due to food  ,-1
it provides the best chicken biryani in berhampur,1
godd ambience and tasty food,0
evening is good for me and reasonable price also,1
mixed biriyani is a joke here,1
"its an open place entirely but the food makes up for everything

menu is quite good and staff are also courteous odd times work too but you need to call ahead to find if they are available  they claim its open from pm   pm ",1
its almost open air as the place doesnt have a wall on one side its basically a temporary structure with a tin roof the decor is near nonexistent there are pictures of trees on walls the service could be way better the food is just ,1
one of the best non veg restaurants in the town the aesthetic is like a forest the food is also very good prices are low and they also have a very good function hall to organize parties and the food is also prepared by them the hall also looks really good,1
amazing place and amazing food the starters were amazing crab soup is a must try mutton biryani never really had this good mutton biryani in a while service could be improved a little bit when you have such great food ambience could be a little better,1
worst food  no taste they call it mutton biryani in which there is no khasi real waste of money,-1
"the ambience is much noisy youll get irritated by the fan sound
its  not a place to have a peaceful dine in
food items are good in taste and some items are cheap in rate ",1
this is my favourite place to have dinner takeaways what ever you order you are going to get the best on saturdays and sundays you may not find space as it will be very rush in the evenings it is famous for its tandoori biryani ,1
quick service  had chicken tikka and biryani  biryani is okayish  special mention for the starter items pocket friendly place with good food overall,1
the best restaurant for foodiescant get anything better than this at berhampurnot a single item is ever cooked badjustvlove the food over here,1
it take  hour to parcel  ,0
taste was osm,0
the good thing about the place is it is an open structure and if someone is not interested in having dinner inside some ac room then you can choose this place ,1
have been there for a dinner with family the resturant is okay in terms of ambience not a so fancy resturant food is good and not much expensive make sure you go there but early else it would be too crowded and people will literally come and stand around your table to occupy it once you are done,1
"one time try is good  its my preference u can try by yourself

we could not able to finish  briyani and  chicken gravy and  matar paneer   ",1
good place to have a bite with either friends or family table service is great they are of a great help if one of your friends has hisher birthday the dishes are goodnot too spicy not so expensive and yes they even cater,1
food was delicious and worth iti had went with  of my frndz and we had stomach full of dnr with just rs  so the price and food quality is pretty good  the ambience is also okayi wont say wao but it was okay so people  start rating goes for the food and price   happy meal,1
this place is famous for its delicious food i specially go for its biriyani however curry price is little bit high as compared to other hotels but the quality of service is good i hope it wont change after they get ample amount of customers,1
omg awesome chicken dum biriyani recommend for chicken dum biriyani but i didnt taste other items you can try there in rain days i will not recommend to use dine in because its forest park hope you understood ,1
it is good and beautiful  you will feel like forest park  because they have made that so beautifully food also nice and delicious and service also very good,1
we have ordered biriyani and chicken tikka and nanthe food quality is too much worstworthless and taste less  please dont believe food quality ,1
"must try dishes

plain nan ",0
though the place is not aesthetic but food is quite delicious especially chicken fried biryani  ,1
good place for lunch and dinner and a very good lace for to bring your family and kids the staff is very polite and helpful in nature the food is also quite good specially their nonveg items,1
ambience is different than usual restaurants crab soup is very very tasty tandoori items are also good in taste but they had to work a little on softness of chicken pieces in dum biryani ,1
best restaurant ever the chicken biryani was amazing paneer dishes are also amazing  so affordable price ,1
i tried veg choupsuey i really loved it  they take catering order also must try if you visit berhampur will be testing some nonveg dishes next time for sure its cost is rs very affordable,1
personally i didnt find anything tasty here though i had tried a lot of things well the butter naan was godd but i got disappointed when i took a parcel for  butter naans and a methi prawn when i reached home and opened my pack i ,-1
they need to be part of zomato n swiggy rate is bit high according to quantity  biriyani can be shared completely between  people,1
best place and the quality of food is so good ,1
got a chicken a mutton and prawn biryani parcelled from here prawn biryani was good with generous portion of prawns in it chicken biryani has one decent and another little piece of chicken tatse wise ok what upset us was the mutton ,1
"very good food
best in taste
value for money",1
good place tasty food staff and service is excellent,1
"the best restaurant ive ever seen
so delicious food are available here
i just love all dishes but my favourite one is masala papad",1
its a average middle class convention center where you can conduct get together for  people capacity it was attached with one multicuisine restaurant  food is very good for the price and u can enjoy the family get togethers at an affordable price,1
it was a pleasant dinner we had manchow soup  and veg manchurian in starter and butter naan and one panner sabzi then one veg biryani each and every items are delicious and yumm ,1
small place but food quality is really excellent and service is quite good atmosphere is cool and value for money is if u ever been to berhampur u should try it once and tandoori and chicken punjabi is must try,1
after so many years it is still a good restaurant in the town the taste of the food remains to be good service remains good price wise its okay not too expensive not super affordable either,1
"food is very nice but ambience is not so good
bt as compared to the rates its a cool place for lunch n dine",0
overally good,1
the worst mutton biryani the mutton pieces were full of uncooked masalas and there were mutton skin in the biriyani never getting another,-1
good place tasty food at affordable cost they were customer friendly and accommodated our special requests,1
good tasty food and best hygiene for your family and friends but they serve little bit slow,1
loved tge food to the core but the ambience is killing mainly full mosquitoes,-1
"not a place for you if you want ambient and restaurantcafe like experience

but food is good
try soups and tandoor items",1
its a good place for localities good food but taste wise very average though,1
good nice restaurant but mostly crowded place chicken dishes are tasty and can be tried,1
very late,0
delicious food served,1
good for the foodies reasonable price taste is good over all  rating,1
nice hotel full teasty all iteams,1
i personally like crab soup chicken tandoori items and chicken biryani,1
an awesome place to dine in serves tasty and delicious food in very quick time in house staff are very cordial,1
best place for family and friends for dinner and lunch,1
"good food is served
better place to go and have meal or dinner
best choice",1
nice restaurant price and food both are good needs a little more cleanliness location is good too,1
place was okay food was fine but not greatmuch better restaurants are available,-1
just ok nothing intresting you cant find delicious food here rather you will waste ur hard earned amount  ,-1
food is even more better at few other place but the best dish over here is the special dum biryani which is worth a try,1
"good food they serve
the service quality is also good",1
good work  right works all,1
location is slightly diificult to findbut the rest give u natural feelingtraditional items are bestlocated on a peaceful placebest palce to celebrate birthday,1
nice ambience excellent food and better pricing happy to visit again will refer my friends and colleagues,1
delicious dishes available here,1
good place tasty food and lot many options,1
nice for small function,1
lk the owner of this business deserve accolade from all you visit his restaurant  food is awesome and very good home delivery and outdoor catering services,1
its a fairly good restaurant in prem nagar with decent menu n taste,1
the place where i went is a small hotel suitable for organising small parties like ring ceremoney  celebrating birth days etc it will be a small area for big marriage parties the place is neat and clean,1
the place is just delightful the taste is incredible at a worthy cost,1
they have the awesome biriyani even stater and main course item in veg and non veg are also so delicious,1
"nice restaurant and great tasty food
definitely a good deal for every one",1
rate was high but quantity was less and taste was not so good,-1
"like always never fails to satisfy your craving of good food
fast service waiters are freindly and quality  quantity of food is also best",1
sales aircondition,0
crauded and testy food for party,1
its a good place and the food is also good there,1
the biryani here has a great taste this applies for both the veg and non veg biryanis,1
the food is tasty and all the food items will come in your budgetbest place for the family if you want a hangout,1
good and budget friendly place the owner is very friendly but staffs are not professional,1
one of my favourite restaurant at berhampur delicious taste  affordable price and healthy atmosphere,1
the food is good the place is bit quiet probably a good place to spend some time,1
good place good food every item on the menu is tasty fast and good service,1
a very good  restaurant must to visit  affordable price great taste and the briyani and chicken punjabi is just  a family restaurant good atmosphere and wonderful hospitality  ,1
nice place nice taste price normal the space and service would be little better,1
nice tasty food always available becaise the owner is famous for his catering business,1
worst resturant berhampur bad quality food dont come this place ,-1
food was nyc  this place,0
good service and tasty foodalso money in our budjet,1
no idea about nonveg but as a vegan i found this to be not upto the mark one thing i can suggest is it is best to visit during evening only,1
best restaurant with yummy dishes specially chicken tikka won my heart  ,1
its a great place to hangout with friends the ambience of the place is awesome and has some very good recipes for the taste buds,1
good food but ambience is bad,-1
"food is nice ambience and services too
price is reasonable for quality and quantity",1
"food is good
open ambience
service ok
place to hangout with friends",1
nice ambience  value for money,1
extremely delicious food and price is absolutely within range  value for money,1
service is great and fast quality comparison to price is okay,1
absolutely budget and taste friendly place to hangout with friends and family,1
food is good but the taste is almost same  same gravy for veg and non veg curry,1
good food veg and nonveg both were delicious recommended for family,1
nice food at lower price compared to others,1
"awesome foods
i like all the non veg items
good for party and family",1
fantastic roof top restaurant available in the heart of vashi  rates are too dynamic through dineout,1
food is good bt its too crowded  obviously bcz of food bt you wont get you personal space and calmness,1
no value of customer privacy third class service tasteless food,-1
good food n nice place,1
this restaurant only for rich person,1
there is no proper sanitization which they should work on otherwise the food is nice  and cost is reliable,1
that place is comfortable for both bachelor and family and item quality is good,1
ordered dal fry veg spring roll n mushroom masala dal was not good at all mushroom curry was ok spring roll was pathetic  ,-1
the location was outstanding the food was delicious,1
delicious food most go at evening time you feel more spcl,1
no knowledge about food and how to understand about the recipes to customers,-1
nice place value for money nice biryani loved it,1
the food was excellent but the quantity was a little low,0
good taste  ,1
"good restauranttoo crowded in festival 
must visit",1
all good but compare to surroundings and interior  price is overrated  other wise food is good,1
food is good no problem but interiors are not good no air conditioning during winter the restro is good,1
"in berhampur it is far most best place to have foodprice reasonableand food is also good
give it a try",1
interior decor isnt so attractive food ok n price average,-1
food is so tasty and a different concept in the town as it says  forest park,0
nice foodgreat placelove the interior,1
environment is not so good as lot of realestate goon are around but food is excellent,1
best food at reasonable price,1
main course is nice with decent breads starters not that great,-1
food is good,1
"good  interior designexcellent
nice food",1
super palce but food is masala type,1
excellent food with super yummy ,1
testy traditional food  good for both vegetarian n nonvegetarian,1
crowded place not very great food,-1
good in taste wise,1
i like super more,1
need some cleanarea that is very dirty,-1
god one ,1
totally faltu placenam bade darsan chote ,0
best restaurant in berhampur,1
nothing pays,0
s likes,1
i dont like it,-1
aucha hai,0
eight ,0
nice restaurant in berhampur,1
ok good  ,1
deliciously daring  ,1
good biryani,1
eight,0
eight,0
god,1
ichapuram,0
god,1
new,0
eight,0
paneer,0
no  testy,-1
hshsh,0
biriyani excellent,1
g,0
super black,1
somehow after seeing very good ratings i thought it will be a good restaurant so i went to the restaurant with friends guys dont expect so much it is a normal restaurant having a small space maximum  people can eat at a time ,1
" review alert 

the smoke house   ",1
"nice food sizzler was awesome
many varieties",1
this is i think  or  months old in berhampur and in this short duration it earned so much fame im giving  star not only to this restaurant but also to its hospitality the items are so much delicious for party this restaurant is very good,1
gud taste but quantity of food is lessso foodies not a gud place for u people not have options for soft drinks so forget about dessert portion,-1
i tried their nonveg mixed fried rice and prawn item it was good in taste but will never recommend anyone to try something except chinese dishes become except that nothing is up to the mark ,-1
place is amazing we had a party of  members and everyone love everything we ordered,1
decent restaurant with good interiors and tasty food had ordered mashroom manchurian and schezwan noodles both were delicious the only thing i disliked was that they served the wrong drink and again brought the same wrong drink even after complaining,-1
"honest review

poor taste of chicken dum biryani ",1
food is average ambience was good  ,1
"nice atmosphere to have food and shareing old memories with friends and family
but need to improve the service and test
other than that nice place",1
horrible food you will get much much better food in a road side food cart not sure how there is  star rating price is also way too much expensive only  of the tables were occupied but still we had to wait  min just for a ,-1
the ambiance is something i loved about it its fairly new but spacious and food is amazing,1
quiet ambience and tasty food budget friendly,1
interior and service was good but food was not upto the mark ,1
mixed reactions if you want to try new restaurant you go here if not want then also okay,1
atmosphere is cozy and pleasant delicious dishes beautiful presentation meals served rapidly and the rates were reasonable,1
"yaaa  too frndly servent in here 
 ",0
"best in berhampur and on time food delivery
ownerammi is so gud
must try 
rohit nanda",1
a cozy place with low light ambience,-1
best food with reasonable price,1
"a newly opened restaurant and interior is good as of now
you have to be choosy for the items as few are good and few arent ",1
over all good experience with food quality and ambience,1
best place to dine in berhampur,1
i attended my friends kid birthday hereliked the veg biriyani taste u must try it ,1
recently took parcel from here n found that the food was very good in quality and taste the owner and staff are very well behaved the quantity and price of food is very reasonable visit or order food from here you will never regret,1
worst place visited in all berhampur service was more worse than food staffs dont behave or take order properly had to wait nearly  hr for our food food quality was not up to the taste common dishes also taste bad i would suggest ,-1
superb food  good service  ,1
this place is nice some dish i liked most but some are not up to the mark but i would say most affordable place for giving party they need to improve on their biryani taste,1
amazing food it was fire the service we received was so amazing and we will definitely be back again service was delightful and very professional ,1
i dont want to sound rudebut the food was not at all good for the price i paidtheir hospitality was good but we go to restraunts to hv good food not just to chit chatso i would suggest to improve the quality of foodtake it as a suggestion and work on it,1
dont goi went  month before chiken pokoda not fry properly high priceless quantityworst test alsoi order chicken chili also not cook wellpls mam improve it  dont loss our monkey,1
"food is very bad and also price is very high
not worthy",-1
"good interior but as per price not up to the level and hygiene not maintained service is also very poor unprofessional behaviour
can try once just to know but i wont repeat it
also less quantity",-1
good restaurant with tasty food but reson for  star is the loud annoying music they play very loud music which is not good at all it will spoil the mood but taste of food is good,1
very tasty food accompanied with well behave staff  everybody should go there n see in such a small place they give  fabulous service all the best to them,1
awesome place for hangout highly recommended for foodies  ,1
you will love the food herejust deliciousa happy place foodies ,1
must try their special dish called smoke restro special briyani  peace and nice place  pls add some desert items,1
the food here is very tasty and service is also very good the staffs behavior is very good so it is the no  restaurant in berhampur,1
didnt like much coz theyre unable to serve fresh and hot  all are cold dishes they served ,0
the taste of food is great but the service is a bit slow have to wait for long time,1
amazing place outstanding food quality service is absolutely good,1
"taste is best
but services is to late",1
food and ambiance is goodservice bit slow however must visit place for getogether,0
food is just awesome at affordable price service is very nice,1
"its ok
but you have to do better in food",1
i ll give five star rating as the food is delicious though service is little bit delay,1
bad quality food they brought fried rice which was not at all fresh,-1
service is poor and not satisfied with the quality compared to price need to improve more,-1
delicious food service was awesomeloved it will definitely go again ,1
soothing ambience with delicious food some unique dishes like chicken in crockline and chicken madeline are a must try ,1
orange delight very tasty    ,1
in berhampur this restaurant is awesome i fell good atmosphere and service is so good and food no words loved it,1
nice restaurant but summer season is not good to visit because there is no ac it is a very clean restaurant,0
good place to hangout wid frnds but not taste and less quantity as compared to money,1
best restaurant for party with famiky nd friends the food was fantastic in reasonable  price out of   ,1
i love this place nice atmosphere in this restaurant st i fell in bhm one of the most popular in bhm love u smoke house,1
had a great experience over here must visit place for spending leisure time,1
food tastes good but need to clean and hygiene the environment,1
nice one  good service ,1
i had experience there supbbb by good and the quality i loved it plz visit guys,1
"supbbb test in hole berhampur idid nt get any where but smoke house i loved it good going
nice service",1
biryani was not much good but other itomes are tastes good,1
everything is awesometaste service dishesmust visit ,0
nicely decorated place to catch up with your friends cant say much about the food though,1
great placeawsome foodbest restaurant at berhampur city,1
very irresponsible staff members food was cold before serving tasteless and service is not very good,-1
nice food nd good service no restaurent in berhampur,1
super service nd well mannernd super tasty  ,1
improve mutton biriyani tasteand others things are good,1
best place for hangoutsparty and family time best food in reasonable price ,1
supbbbb food  in berhampur i loved it this restaurant supbbb  atmosphere  enjoying  masst love u smoke house,1
delicious dishesstaff behaviour is good ,1
very worst service no sense of hospitality unpleasant experience with this,-1
i have been to this restaurant and its a very good restaurant and its one of my favorite restaurants,1
food is above average but service is way too slow sometimes,0
awesome environmentsquality decoratingbut not customer friendly,1
service is not so good the plates  glasses are not washed properly,-1
good but it ll be better,1
good food nd interior is good no  restaurant,1
"presentation is good
but i dont like chicken mughlai",-1
nice biryani and kababswith good service,1
nice place and the foods are tasty,1
food is goodnd ambience too,0
very good ambiance  should try  ,1
food is good  one of the bst  restaurant in berhamper,1
the biriyani was good enough cozy place,1
good ambience boom sizzler tried good sizzler in bam,1
amazing dishes wid amazing taste  ,1
very late checkin food service missed one item during serving,-1
its a great restaurant to visitfood is delicious,1
nice restaurant with outstanding food items,1
worst service  food better avoid it,-1
food is nice and service is very quick,1
it is a awesome place with friends and family to enjoy,1
interior is good nd food is awsm,1
in word its was amazing restaurant in berhampur,1
good food but high cost,1
best place for hangoutsvry delicious food  ,1
visit ones  you will get the best items,1
nice and supbbbb experience i got here,1
very good place with  supportive staffss,1
great place to go with your friends and family,1
very nice and tasty food with starters,1
i love this restaurants food too much,1
delicious taste with good service  ,1
friendly service and affordable food,1
hygienic foodinterior is awesome,1
nice sizzlergreat taste,1
awesome place  worth visiting ,1
get place for the family and friends the food is get and cheap,1
nice food and ambience,1
good one,1
amazing and superb all the moro,1
the food was not so good,-1
very tasty food,0
average not up to the mark,0
good taste and best service,1
 ,0
i its very good,1
its osm ,0
good food,1
nice food,1
best palce in berhampur,1
best place in berhmpur,1
best place for hangout,1
note good service,1
suppbbb   good,1
good food and testy,1
not good,-1
worst service ever,-1
nice  ,1
awesomelove it,0
food worthy,1
preperation was outstanding ,1
good,1
i loved it  ,1
very nice place,1
interior is good,1
value for money,1
worst food,-1
food is good,1
differently different,0
no  restaurant,-1
nice food,1
delicious food,1
nice restaurant,1
amazing food,1
best restaurant,1
nice place,1
super,1
farvolous food,0
awesome,1
awesome it is  ,1
gaye after seeing the rating but at least that dish in the menu card is not enough and everyone agrees to eat it in the vehicle it is not a false experience raha merafake ratings,1
"please give me the number
how will i contact you",1
briyani are so good,1
delicious biriyani try smoke special biriyani,1
online order sarvesh lets,0
"great
the food was too good and better then others the service atmosphere and behavior was so good ",1
"stunning
the food service  atmosphere was too better than others
i am fully satisfied with them and foods and their services ",1
i recently visited caf tatva and was thoroughly impressed the ambiance is both stylish and welcoming providing an ideal spot for relaxation the menu boasts a wide variety of delicious options i enjoyed a perfectly brewed cappuccino ,1
this is my experience i had ordered a veg meal which had one pizza one garlic bread and one virgin mojito the garlic bread was really nice the pizza was okay but i found one string of hair in one of the pieces when i told this to the ,1
the best place for your food and the atmosphere is also good love it  ,1
"the worst cafe ive ever visited very very poor service
waited for  hour just for food to arrive food tasted bad
the mint mojito tasted like nimbu pani even the cheese in the burger was frozen",-1
not liked the food the fries was nice pizza was  average but the pasta was not good just dont order it and the shake was goodi will say the price was little high but the taste was not good its like waste of money for me,-1
"nice service food is quite healthy
do try their hot chocolate its heavenly good",1
"i would rate this cafe a 
good cozy place for teenagers and people who just want to sit for long hours and sip their coffees or frapes or indulge in lip smacking food ",1
"i hate each and everything of that cafe
having a star restaurant menu with so called manager ive never had it worse ",-1
the owner and staff are just like family there are various discounts all through the week and the food quality just couldnt be better the ambience is the best in the town it will take a very bad luck to be disappointed it has been impressive so far thank you,1
it is good for place for hanging out with friends  here you will get so many snacks items also with smooth drinks  all types of shakes available also peaceful vibes  ambience is very good and staffs are really well  recommend  visit once ,1
superb taste and ambience with great service these cafes should be promoted to keep continuing the good service and food they deliver to custom had a good time,1
"this is a great cafe serving good burgur and pizza with a great brunch menu excellent service and a good place good meeting spot
the best cafe in berhampur ",1
the best cafe ever i visited i love their ambiance and food best pizza i ever had they serve wood fired thin crust pizza,1
"too good
value for money
nice and decent interior ",1
serving good quality food and service was superb as well thank you  and some of the chefs as well for the wonderful dinein experience and good foods ,1
nice cafe best pizza i have ever tried at berhampur and specially the pasta was superball should try once,1
"literally when i used to crave i just come to this place and can feel my self really good one to spend timeloved it
special one of the staff is so helping named runa 
thanks to the cafe and staffs",1
nice and cool environment with a great interior i enjoyed the food and service value for money,1
good ambiance where you can somewhat enjoy the glimpse of outside view food and service is commendable yes price is a bit higher but worth to visit once to thrice in a month,1
food quality is good good time to spend playing carrom board,1
this is a very nice cafe  food was delicious service was good as well  staffs were patience  i would definitely come here again ,1
everything is okay but i think price should be lower than usual ,-1
excellent food and ambience tried garden fresh pizza choco waffles and icecreamsall were good,1
very nice service and atmosphere and the food was very tasty  the staffs are very polite and kind you should visit cafe tatva  ,1
"the best cafe i saw ever
actually the food ie burgur pizza etc are delicious and better than other
best cafe in berhammpur must visit",1
"good interior staff behaviour is good  menu is good
hot chocolate and pizza isnt upto mark
shall update further if i try anything new",1
good food with a nice ambience friendly behaviour must visit once to get the authentic taste of wood fired pizza and pasta,1
"interior  
hospitality  
food was okayish ",0
service is good and food also good i love their pizza and pasta waffles recommended must visit oncebest cafe ,1
the pizza was good it just lacked some flavours maybe any sauce or more choose would have made it taste better overall it was appreciable,1
we had club sandwich yogurt burger and pizza the taste was average the coffee was a little bit sweet for me else pretty good ambience,1
tried natural fruit ice cream of  flavours service cleanliness and staff behavior was good,1
very good food with great ambiancemust visit had a great time,1
"hands downsome of the best foodlve had recentlythey use the freshest ingredients and make sure each
dish is done the right waythe pizza was especially memorablemust try  ",1
most visited place in berhampur i like thin crust pizza and pastaall must try,1
"food was tasty especially the pizza and olive oil grilled chicken lemon honey tea was a icing on the cake
muskaan was prompt in taking the order and delivering it on time",0
i love their food and service  all must try their thin crust pizza and pasta,1
best cafe the cafe staff members are behaves well maner,1
"authentic taste of the pizzas special mention for the classic margherita 
would recommend you to check this place out",1
"best cafe
must visit
best in foods
thank you cafe tatva",1
nice ambience with good taste of food we have enjoyed a lot one evening here ,1
location wise good pizza is too exepnsive its same cost as pizza hut its not that good tasty i didnt like it much atmosphere is not good its small cafe just look like another tradition shop nothing unique or special on this cafe ,1
yummiest pizza pasta and lemonade and peaceful ambience and friendly staffthankyou tatva cafe,1
worst experience and waste of money,-1
the menu offers a wide variety of options and everything we tried was delicious i especially loved the pasta  ,1
